"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_rare_shape_loops","comprehension_visits","rt","view_history","shapes","occluder","options","response","rare_option","RT","confidence","confidence_RT","question_order"
"","","","","","jsShapes","14","89269","0.0-3.0-0.11","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","left","[2,0]","1","false","2158.100000023842","1","1004.8999999761581",""
"","","","","","jsShapes","15","92319","0.0-3.0-0.12","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[3,3]","left","[4,0]","0","false","2009.5","0.35","1034",""
"","","","","","jsShapes","16","95403","0.0-3.0-0.13","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","right","[1,0]","0","false","2082.899999976158","1","980.5",""
"","","","","","jsShapes","17","98586","0.0-3.0-0.14","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[0,1]","left","[0,3]","0","false","2157.3000000715256","1","1006.1999999284744",""
"","","","","","jsShapes","18","103870","0.0-3.0-0.15","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[4,0]","right","[1,2]","1","false","3883.5","0.19166666666666665","1389.6999999284744",""
"","","","","","instructions","19","109511","0.0-4.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","5641","[{""page_index"":0,""viewing_time"":5641}]","","","","","","","","",""
"","","","","","survey-multi-choice","20","117747","0.0-5.0-1.0-0.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","8234","","","","","{""multichoice_rare_shape"":""2. Much less likely than all other shapes.""}","","","","","[0]"
"","","","","","instructions","21","120901","0.0-6.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","3153","[{""page_index"":0,""viewing_time"":3153}]","","","","","","","","",""
"","","","","","jsShapes","22","126870","0.0-7.0-0.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","","","[1,3]","left","[5,0]","1","true","4418.200000047684","0.21666666666666667","1539.7000000476837",""
"","","","","","survey-text","23","133364","0.0-8.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","6491","","","","","{""worker_comments"":""""}","","","","",""
"","","","","","instructions","24","135674","0.0-9.0","665f9ff8981f9a2e65a2cccc","5fddbd1d3986cc447456edb7","665fa666f4edccc3ad8de3c3","0","1","2310","[{""page_index"":0,""viewing_time"":2310}]","","","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_rare_shape_loops","comprehension_visits","rt","view_history","shapes","occluder","options","response","rare_option","RT","confidence","confidence_RT","question_order"
"true","false","[]","[]","[]","preload","0","175","0.0-0.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","","","","","","","","",""
"true","","","","","fullscreen","1","3602","0.0-1.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","2412","","","","","","","","","",""
"","","","","","instructions","2","44881","0.0-2.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","41278","[{""page_index"":0,""viewing_time"":5863},{""page_index"":1,""viewing_time"":23344},{""page_index"":2,""viewing_time"":7384},{""page_index"":3,""viewing_time"":2640},{""page_index"":4,""viewing_time"":2048}]","","","","","","","","",""
"","","","","","jsShapes","3","54082","0.0-3.0-0.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","left","[0,2]","0","false","6012","0.6929357267109452","3178.199999999255",""
"","","","","","jsShapes","4","63375","0.0-3.0-0.1","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","right","[1,2]","1","false","5932.699999999255","0.49930515346253757","3346.300000000745",""
"","","","","","jsShapes","5","70900","0.0-3.0-0.2","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[4,0]","right","[0,1]","1","false","5496.599999997765","0.6394325419975694","2016.1000000014901",""
"","","","","","jsShapes","6","78156","0.0-3.0-0.3","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[3,0]","left","[0,3]","1","false","4755.39999999851","1","2494.5",""
"","","","","","jsShapes","7","84363","0.0-3.0-0.4","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","left","[4,0]","0","false","4146.39999999851","0.611407064290563","2048.2000000029802",""
"","","","","","jsShapes","8","94856","0.0-3.0-0.5","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","right","[1,2]","1","false","8765.199999999255","0.33624782862177316","1718.2000000029802",""
"","","","","","jsShapes","9","100011","0.0-3.0-0.6","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[3,3]","right","[2,1]","0","false","3479.2999999970198","0.700579038812856","1674",""
"","","","","","jsShapes","10","104966","0.0-3.0-0.7","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[4,4]","left","[0,4]","0","false","3856","1","1084.199999999255",""
"","","","","","jsShapes","11","108737","0.0-3.0-0.8","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[1,2]","left","[2,0]","1","false","2705.39999999851","1","1058.300000000745",""
"","","","","","jsShapes","12","112407","0.0-3.0-0.9","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[1,0]","right","[1,3]","1","false","2223.300000000745","1","1432.0999999977648",""
"","","","","","jsShapes","13","116278","0.0-3.0-0.10","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","right","[1,0]","0","false","2776.89999999851","1","1090",""
"","","","","","jsShapes","14","124052","0.0-3.0-0.11","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","left","[0,4]","1","false","6042.900000002235","0.46873190505489426","1718",""
"","","","","","jsShapes","15","133128","0.0-3.0-0.12","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","right","[1,2]","1","false","7068.10000000149","0.47892298785744203","1994.199999999255",""
"","","","","","jsShapes","16","136815","0.0-3.0-0.13","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[0,1]","left","[0,1]","0","false","2400.099999997765","1","1276.2000000029802",""
"","","","","","jsShapes","17","141320","0.0-3.0-0.14","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[3,0]","right","[2,1]","0","false","2809.199999999255","0.6649102490039388","1692",""
"","","","","","jsShapes","18","147859","0.0-3.0-0.15","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[4,4]","left","[1,0]","1","false","5200.900000002235","0.08656629995935283","1334.199999999255",""
"","","","","","instructions","19","157122","0.0-4.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","9262","[{""page_index"":0,""viewing_time"":9262}]","","","","","","","","",""
"","","","","","survey-multi-choice","20","162786","0.0-5.0-1.0-0.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","5663","","","","","{""multichoice_rare_shape"":""2. Much less likely than all other shapes.""}","","","","","[0]"
"","","","","","instructions","21","173577","0.0-6.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","10791","[{""page_index"":0,""viewing_time"":10791}]","","","","","","","","",""
"","","","","","jsShapes","22","187950","0.0-7.0-0.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","","","[3,4]","left","[5,0]","0","true","12175","1","2184.39999999851",""
"","","","","","survey-text","23","193102","0.0-8.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","5149","","","","","{""worker_comments"":""""}","","","","",""
"","","","","","instructions","24","195826","0.0-9.0","665f9ff8981f9a2e65a2cccc","5a44c42b1ba496000102a3ed","665fb4716414def069e7fb94","0","1","2724","[{""page_index"":0,""viewing_time"":2724}]","","","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_rare_shape_loops","comprehension_visits","rt","view_history","shapes","occluder","options","response","rare_option","RT","confidence","confidence_RT","question_order"
"true","false","[]","[]","[]","preload","0","170","0.0-0.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","","","","","","","","",""
"true","","","","","fullscreen","1","3650","0.0-1.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","2471","","","","","","","","","",""
"","","","","","instructions","2","77663","0.0-2.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","74012","[{""page_index"":0,""viewing_time"":6980},{""page_index"":1,""viewing_time"":36296},{""page_index"":2,""viewing_time"":26168},{""page_index"":3,""viewing_time"":3072},{""page_index"":4,""viewing_time"":1496}]","","","","","","","","",""
"","","","","","jsShapes","3","131910","0.0-3.0-0.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[1,4]","right","[1,0]","1","false","48226.30000001192","0.4883333333333333","6007.800000011921",""
"","","","","","jsShapes","4","138832","0.0-3.0-0.1","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[0,1]","left","[1,0]","1","false","5341.900000035763","1","1561.7999999523163",""
"","","","","","jsShapes","5","145905","0.0-3.0-0.2","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[0,1]","right","[4,1]","1","false","5533.400000035763","1","1533.699999988079",""
"","","","","","jsShapes","6","162886","0.0-3.0-0.3","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[2,0]","left","[0,2]","1","false","14404.800000011921","0","2567.5",""
"","","","","","jsShapes","7","171627","0.0-3.0-0.4","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[0,1]","right","[1,2]","0","false","6743.200000047684","1","1991.3999999761581",""
"","","","","","jsShapes","8","181835","0.0-3.0-0.5","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[3,2]","right","[3,1]","1","false","8787","0","1415.5",""
"","","","","","jsShapes","9","188191","0.0-3.0-0.6","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[0,1]","left","[0,4]","0","false","4922.599999964237","1","1427.1000000238419",""
"","","","","","jsShapes","10","194663","0.0-3.0-0.7","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[3,3]","left","[0,4]","1","false","5223.200000047684","0","1235",""
"","","","","","jsShapes","11","201018","0.0-3.0-0.8","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[0,1]","right","[1,0]","0","false","5070.700000047684","1","1271",""
"","","","","","jsShapes","12","212861","0.0-3.0-0.9","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[2,2]","left","[0,2]","1","false","9739.800000011921","0.7633333333333333","2088.899999976158",""
"","","","","","jsShapes","13","217315","0.0-3.0-0.10","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[0,1]","left","[3,0]","1","false","3064.400000035763","1","1378.7999999523163",""
"","","","","","jsShapes","14","224638","0.0-3.0-0.11","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[1,3]","right","[1,4]","1","false","5522.800000011921","0.5349999999999999","1792.699999988079",""
"","","","","","jsShapes","15","229075","0.0-3.0-0.12","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[0,1]","left","[0,3]","0","false","3128","1","1306.699999988079",""
"","","","","","jsShapes","16","236948","0.0-3.0-0.13","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[1,4]","left","[2,0]","0","false","6802.900000035763","0","1060.5",""
"","","","","","jsShapes","17","242520","0.0-3.0-0.14","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[0,1]","right","[2,1]","1","false","4489.5","1","1080.699999988079",""
"","","","","","jsShapes","18","247707","0.0-3.0-0.15","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[2,3]","right","[2,1]","1","false","4158.300000011921","0","1026.5",""
"","","","","","instructions","19","263991","0.0-4.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","16284","[{""page_index"":0,""viewing_time"":16284}]","","","","","","","","",""
"","","","","","survey-multi-choice","20","272911","0.0-5.0-1.0-0.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","8919","","","","","{""multichoice_rare_shape"":""2. Much less likely than all other shapes.""}","","","","","[0]"
"","","","","","instructions","21","281007","0.0-6.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","8095","[{""page_index"":0,""viewing_time"":8095}]","","","","","","","","",""
"","","","","","jsShapes","22","294130","0.0-7.0-0.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","","","[3,3]","left","[5,0]","0","true","9263.300000011921","0.7133333333333334","3845.899999976158",""
"","","","","","survey-text","23","298870","0.0-8.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","4737","","","","","{""worker_comments"":""""}","","","","",""
"","","","","","instructions","24","304439","0.0-9.0","665f9ff8981f9a2e65a2cccc","614f70b55373b6760cb9d5c9","665fb46fbc3065fed261eecb","0","1","5569","[{""page_index"":0,""viewing_time"":5569}]","","","","","","","","",""
"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","STUDY_ID","PROLIFIC_PID","SESSION_ID","practice_rare_shape_loops","comprehension_visits","rt","view_history","shapes","occluder","options","response","rare_option","RT","confidence","confidence_RT","question_order"
"true","false","[]","[]","[]","preload","0","134","0.0-0.0","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","","","","","","","","",""
"true","","","","","fullscreen","1","4108","0.0-1.0","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","2962","","","","","","","","","",""
"","","","","","instructions","2","41524","0.0-2.0","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","37415","[{""page_index"":0,""viewing_time"":5640},{""page_index"":1,""viewing_time"":23039},{""page_index"":2,""viewing_time"":6704},{""page_index"":3,""viewing_time"":1232},{""page_index"":4,""viewing_time"":800}]","","","","","","","","",""
"","","","","","jsShapes","3","81351","0.0-3.0-0.0","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[3,4]","right","[1,2]","1","false","34566.90000009537","0.17592592592592593","5252.099999904633",""
"","","","","","jsShapes","4","91883","0.0-3.0-0.1","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[0,1]","left","[0,2]","0","false","8498.599999904633","1","2017.4000000953674",""
"","","","","","jsShapes","5","100635","0.0-3.0-0.2","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[0,1]","right","[2,1]","1","false","6832","1","1905.6000001430511",""
"","","","","","jsShapes","6","114079","0.0-3.0-0.3","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[4,2]","left","[0,4]","1","false","11849.5","0.8666666666666667","1592.7000000476837",""
"","","","","","jsShapes","7","122582","0.0-3.0-0.4","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[1,0]","left","[0,3]","1","false","6674.299999952316","1","1818.0999999046326",""
"","","","","","jsShapes","8","130851","0.0-3.0-0.5","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[0,1]","right","[3,1]","1","false","6862.300000190735","1","1395.7999999523163",""
"","","","","","jsShapes","9","138322","0.0-3.0-0.6","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[0,1]","left","[4,0]","1","false","5833.700000047684","1","1636.2000000476837",""
"","","","","","jsShapes","10","150635","0.0-3.0-0.7","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[1,3]","right","[2,1]","0","false","10985.200000047684","0.8166666666666667","1309.9000000953674",""
"","","","","","jsShapes","11","161982","0.0-3.0-0.8","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[3,2]","right","[1,0]","0","false","9633.400000095367","0.9981481481481481","1709.5999999046326",""
"","","","","","jsShapes","12","169653","0.0-3.0-0.9","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[0,1]","left","[4,0]","1","false","5991.700000047684","1","1667.2999999523163",""
"","","","","","jsShapes","13","177540","0.0-3.0-0.10","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[0,1]","right","[1,3]","0","false","6478.5","1","1396",""
"","","","","","jsShapes","14","215094","0.0-3.0-0.11","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[2,0]","left","[1,0]","0","false","35824.199999809265","0.7851851851851852","1725.1000001430511",""
"","","","","","jsShapes","15","224362","0.0-3.0-0.12","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[4,4]","right","[4,1]","0","false","7762","0.7925925925925926","1488.7999999523163",""
"","","","","","jsShapes","16","230335","0.0-3.0-0.13","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[0,1]","left","[0,4]","0","false","4745.099999904633","1","1226.5999999046326",""
"","","","","","jsShapes","17","237557","0.0-3.0-0.14","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[3,0]","left","[0,4]","1","false","5959.700000047684","1","1250.9000000953674",""
"","","","","","jsShapes","18","243331","0.0-3.0-0.15","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[0,1]","right","[1,2]","0","false","4151.200000047684","1","1607.7999999523163",""
"","","","","","instructions","19","264959","0.0-4.0","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","21628","[{""page_index"":0,""viewing_time"":21627}]","","","","","","","","",""
"","","","","","survey-multi-choice","20","270652","0.0-5.0-1.0-0.0","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","5691","","","","","{""multichoice_rare_shape"":""2. Much less likely than all other shapes.""}","","","","","[0]"
"","","","","","instructions","21","281074","0.0-6.0","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","10420","[{""page_index"":0,""viewing_time"":10420}]","","","","","","","","",""
"","","","","","jsShapes","22","290002","0.0-7.0-0.0","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","","","[4,4]","left","[0,5]","1","true","7440.5","1","1478.7999999523163",""
"","","","","","survey-text","23","299331","0.0-8.0","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","9325","","","","","{""worker_comments"":""""}","","","","",""
"","","","","","instructions","24","301674","0.0-9.0","665f9ff8981f9a2e65a2cccc","651dc3f3ce1efb640a5ea246","665fa67c1fb76e20cd79a7fb","0","1","2342","[{""page_index"":0,""viewing_time"":2342}]","","","","","","","","",""
